permit_number,s_name,s_address,city,z_code,p_fee,c_number,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA170398,ELIZABETH TOWNSHIP MUNICIPAL BUILDING-GARAGE OFFICE,522 ROCK RUN RD,ELIZABETH TOWNSHIP,15037,200,6999,,,REMOVE AND DISPOSE OF VAT IN GARAGE OFFICE AND HALLWAY,290,t,2017-07-26,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.2716475996243,-79.8229460017724
PAA170399,PITTSBURGH DILWORTH PRE K-5,6200 STANTON AVE,PITTSBURGH,15206,200,17149,,,REMOVE AND DISPOSE OF INSULATION UNDER THE BRICK IN THE BOILER ROOM,220,t,2017-07-19,2017-09-01,2,t,f,2017-09-01,RENOVATION,40.4681984526629,-79.9174391815309
PAA170400,640 MILLER AVENUE,640  MILLER AVE,CLAIRTON,15025,850,1139,,,"REMOVE ROOFING, 9X9 BROWN FLOOR TILE & YELLOW FLOOR COVERING ON SECOND FLOOR",1849,f,2017-07-21,2017-07-28,2,t,f,2017-07-28,DEMOLITION,40.2913490687968,-79.8835730258655
PAA170401,707 FRANKLIN AVENUE - WILKINSBURG,707  FRANKLIN AVE,WILKINSBURG,15221,850,7854,,,DEMO STRUCTURE & GRADE LOT,1275,f,2017-07-13,2017-07-15,2,t,f,2017-07-15,DEMOLITION,40.4411415632648,-79.8856018938854
PAA170402,"828 WEST GRANT AVENUE; DUQUESNE, PA 15110",828 GRANT AVE,DUQUESNE,15110,850,24540799127,,,"REMOVE ROOFING SHINGLES, OLIVE FLOOR COVERING IN KITCHEN, TAN MASITC ON 2ND FLOOR, 9X9 RED & K RED FLOORTILES AND MASTIC IN FRONT ROOM ON THE FIRST FLOOR, & 12X12 OFF WHITE FLOOR TILES IN SIDE CENTER ON THE FIRST FLOOR",5168,f,2017-07-21,2017-11-15,2,t,f,2017-11-15,DEMOLITION,40.3718106966882,-79.8535804980548
PAA170403,642 MILLER AVENUE,642  MILLER AVE,CLAIRTON,15025,850,1149,,,REMOVE ROOFING ON MAIN ROOF AND GARAGE & 9X9 FLOOR TILE,3350,f,2017-08-01,2017-09-01,2,t,f,2017-09-01,DEMOLITION,40.2912897437063,-79.8835887207856
PAA170404,ROCKWELL HALL 507 - DUQUESNE UNIVERSITY; 600 FORBES AVENUE,,PITTSBURGH,15219,850,012689,,,REMOVE VAT IN ROCKWELL HALL ROOM 507,1200,t,2017-08-02,2017-08-31,2,t,f,2017-08-31,RENOVATION,40.4430363968235,-80.0248548904607
PAA170405,UOP SALK HALL ANNEX,3501  TERRACE ST,PITTSBURGH,15213,200,4165,,,REMOVE VAT/MASTIC IN ROOM 2024 ANNEX,180,t,2017-07-30,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4426888828033,-79.9628372268336
PAA170406,644 MILLER AVENUE,644  MILLER AVE,CLAIRTON,15025,850,1149,,,REMOVE ROOFING ON MAIN ROOF AND 12 X 12 WHITE FLOOR TILE IN BAR AREA,2140,f,2017-08-01,2017-08-08,2,t,f,2017-08-08,DEMOLITION,40.2912077198699,-79.8836438654493
PAA170407,PITTSBURGH LIBERTY K-5,601 FILBERT ST,PITTSBURGH,15232,200,106249,,,REMOVE DUCT INSULATION IN ROOM 1,207,t,2017-08-03,2017-08-11,2,t,f,2017-08-11,RENOVATION,40.4531882506527,-79.9334830503978
PAA170408,MCKNIGHT SIEBERT SHOPPING CENTER,4885 MCKNIGHT RD,PITTSBURGH,15237,850,2024,,,REMOVE MASTIC IN STORE,2400,f,2017-08-07,2017-08-14,2,t,f,2017-08-14,RENOVATION,40.5296879676682,-80.0102040096799
PAA170409,UOP - SRCC BUILDING - 4107 O'HARA STREET,,PITTSBURGH,15260,200,4166,,,REMOVE VAT/MASTIC IN ROOM 501 & PLASTER CEILING IN ROOMS 509 & 510,596,t,2017-08-01,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA170410,SAINT JOHN VIANNEY MANOR,2600  MORANGE RD,PITTSBURGH,15205,450,4167,,,"REMOVE VAT/MASTIC FROM 1ST FLOOR KITCHEN AND DINING ROOMS, HALL AND ONE SUITE & CEILING TILE MASTIC IN PANTRY",875,t,2017-07-26,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4224680475158,-80.0694239335103
PAA170411,CITIZENS BANK MONROEVILLE,4210 WILLIAM PENN HWY,MONROEVILLE,15146,450,4976,,,REMOVE FLOOR TILE MASTIC FROM CONFERENCE & ATM ROOMS,368,t,2017-08-07,2017-08-11,2,t,f,2017-08-17,RENOVATION,40.4383073603289,-79.7617580382938
PAA170412,ALLEGHENY GENERAL HOSPITAL - CT SCAN #4,320 E NORTH AVE,PITTSBURGH,15212,450,2136,,,"REMOVE SHEET FLOOR, BLACK MASTIC, SPRAY-ON FIREPROOFING IN CT SCAN ROOM #4 - CONTROL TECH ROOM",1328,t,2017-07-25,2017-07-28,2,t,f,2017-07-28,RENOVATION,40.457069446526,-80.0036975361617
PAA170413,UOP CATHEDRAL OF LEARNING - 17TH FLOOR; 4200 5TH AVENUE,,PITTSBURGH,15260,200,4168,,,"REMOVE VAT/MASTIC IN ROOMS 1701A, 1713, 1714, 1715, & THE NORTH CORRIDOR. REMOVE PIPE INSULATION IN ROOMS 1701, 1702, & NORTH PIPE SHAFT.",1124,t,2017-07-01,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA170414,BABYLAND,5542  PENN AVE,PITTSBURGH,15206,850,MO#69673561485,,,REMOVE 9X9 FLOOR TILE ON THE FIRST FLOOR ONLY,4000,f,2017-07-28,2017-08-04,2,t,f,2017-08-04,RENOVATION,40.4636364261332,-79.93122096309
PAA170415,PORT AUTHORITY MANCHESTER,2235 BEAVER AVE,PITTSBURGH,15233,450,4162,,,REMOVE FITTINGS FROM UNIT HEATER PIPING THROUGHOUT AND AC UNITS IN MECHANICAL ROOM.,671,t,2017-07-31,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4615793455701,-80.0324641502008
PAA170416,CRAFTON INGRAM SHOPPING CENTER - FORMER RADIO SHACK,9  FOSTER AVE,CRAFTON,15205,850,17182,,,REMOVE AND DISPOSE OF FLOOR TILE THROUGHOUT SALES AREA,1480,f,2017-07-28,2017-09-29,2,t,f,2017-09-29,RENOVATION,40.4412470609158,-80.0692580962181
PAA170417,PITTSBURGH CONCORD K-5,2350 BROWNSVILLE RD,PITTSBURGH,15210,450,106254,,,"REMOVE 12"" WHITE W/BLUE FLOOR TILE & MASTIC FROM ROOM 117",830,t,2017-08-01,2017-08-08,2,t,f,2017-08-08,RENOVATION,40.3874042012938,-79.9845606256294
PAA170418,409 OLIVE STREET,409  OLIVE ST,MCKEESPORT,15132,850,7950,,,REMOVE ELECTRICK BOX LUER IN 1ST FLOOR FRONT HALLWAY; DUCT WRAP ON GROUND FLOOR FRONT HALL/ROOMS; & FLOOR TILE THROUGHOUT,19830,f,2017-08-10,2017-09-28,2,t,f,2017-09-28,DEMOLITION,,
PAA170419,151 HAZLETT STREET,,PITTSBURGH,15219,850,16846,,,REMOVE FLOOR TILE & MASTIC THROUGHT BUILDING,2000,f,2017-08-09,2017-08-09,2,t,f,2017-08-09,RENOVATION,40.4430363968235,-80.0248548904607
PAA170420,876 MT PLEASANT ROAD,,PITTSBURGH,15219,850,16846,,,REMOVE FLOOR TILE AND MASTIC THROUGHOUT THE BUILIDNG,3300,t,2017-08-09,2017-08-09,2,t,f,2017-08-09,RENOVATION,40.4430363968235,-80.0248548904607
PAA170421,183 PENFORT STREET,,PITTSBURGH,15219,850,16846,,,REMOVE FLOOR TILE & MASTIC THROUGHOUT THE BUILDING,2200,t,2017-08-09,2017-08-09,2,t,f,2017-08-09,RENOVATION,40.4430363968235,-80.0248548904607
PAA170422,757 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,16846,,,REMOVE FLOOR TILE & MASTIC THROUGHOUT THE BUILDING,2400,t,2017-08-09,2017-08-09,2,t,f,2017-08-09,RENOVATION,40.4430363968235,-80.0248548904607
PAA170423,POINT PARK UNIVERISTY/ACADEMIC THAYER HALL,201  WOOD ST,PITTSBURGH,15222,200,4977,,,REMOVE FLOOR TILE/MASTIC AND TRASIT COUNTERTOP IN LAB 411A,61,t,2017-08-09,2017-08-21,2,t,f,2017-08-21,RENOVATION,40.4384733865621,-80.0019297273382
PAA170424,CRESCENT TOWNSHIP VOLUNTEER FIRE DEPARTMENT,79 MCGOVERN BLVD,CRESCENT,15046,450,17173,,,REMOVE & DISPOSE OF FLOOR TILE & MASTIC IN HALLWAY PART OF MAIN FLOOR,300,t,2017-08-09,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.5560894010683,-80.2210661356358
PAA170425,WINCHESTER THURSTON SCHOOL,555 MOREWOOD AVE,PITTSBURGH,15213,850,4171,,,REMOVE FLOOR TILE & MASTIC IN KINDERGARTEN ROOMS 126 & 127,1800,t,2017-08-09,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.451500481736,-79.9424711452801
PAA170426,"147 DELTA DRIVE, PITTSBURGH, PA 15238",147  DELTA DR,PITTSBURGH,15238,850,17183,,,REMOVED & SIDPOSE OF FLOOR TILE & MASTIC ON FIRST FLOOR ADJACENT TO WAREHOUSE,2880,t,2017-08-09,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4983004950823,-79.8751613840245
PAA170427,UPMC MCKEESPORT HOPITAL - MANSFIELD & SHAW BUILDINGS,1500 5TH AVE,MCKEESPORT,15132,850,1024,,,REMOVE FLOOR TILE & FLOOR MASTIC ON LEVEL A LOUNGE IN THE MANSFILED BUILDING AND THE 6TH FLOOR STERILE IN THE SHAW BUILDING,2040,t,2017-08-15,2018-08-14,2,f,f,2017-12-30,RENOVATION,40.3513577942261,-79.8498321945279
PAA170428,"HILLMAN LIBRARY, 3960 FORBES AVENUE",,PITTSBURGH,15260,850,4984,,,"REMOVE FIREPROOFING , FLOOR TILE/MASTIC, PIPE INSULATION, PIPE FITTING INSULATION, TANK INSULATION, & FLEX CONNECTORS FROM VARIOUS LOCATIONS.",75977,t,2017-08-15,2018-06-30,2,t,t,2017-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA170429,SHERATON HOTEL PITTSBURGH AIRPORT,1160  THORN RUN RD,CORAOPOLIS,15108,200,17727,,,REMOVE SPARY FIREPROOFING FROM THE 2ND FLOOR HALLWAY BETWEEN ROOMS 214 & 217 AND THE 5TH FLOOR STAIRWELL,200,t,2017-07-21,2017-12-30,2,t,f,2017-12-30,RENOVATION,40.5018671909617,-80.2100256441363
PAA170430,"SETON LASALLE HIGH SCHOOL, 1000 MCNEILLY ROAD",,PITTSBURGH,15226,850,17223,,,REMOVE AND DISPOSE OF ACOUSTICAL CEILING & FLOOR TILE IN THE LIBRARY & ADJOINING ROOM,2182,f,2017-08-04,2017-09-01,2,t,f,2017-09-01,RENOVATION,40.3952400283151,-80.0297059690763
PAA170431,ST THERESE OF LISIEUX SCHOOL,3 ST THERESE CT,MUNHALL,15120,850,17222,,,REMOVE & DISPOSE OF FLOOR TILE IN THE LIBRARY,1440,t,2017-08-17,2017-09-08,2,t,f,2017-09-08,RENOVATION,40.3880481350354,-79.9005334260957
PAA170432,671 TOKAY STREET,671  TOKAY ST,PITTSBURGH,15221,450,7961,,,REMOVE FLOOR 9X9 BLACK FLOOR TILE ON THE 1ST FLOOR AND LINOLEUM FLOORING ON THE 2ND FLOOR,600,f,2017-08-15,2017-08-31,2,t,f,2017-08-31,DEMOLITION,40.4540482026701,-79.8801849232359
PAA170433,702 OAKWOOD STREET,702  OAKWOOD ST,PITTSBURGH,15208,200,7961,,,REMOVE ROOF TAR FROM REAR ROOF AND WINDOW CAULKING FROM EXTERIOR WINDOWS,215,f,2017-08-15,2017-08-31,2,t,f,2017-08-31,DEMOLITION,40.4529675437738,-79.8853274275193
PAA170434,"UOP-CATHEDRAL OF LEARNING, 4200 FIFTH AVENUE",,PITTSBURGH,15260,850,4174,,,"REMOVE VAT/MASTIC, WALL MASTIC, WINDOW CAULKING, & PIPING FROM FLOORS 10 & 11.",28550,t,2017-08-14,2018-08-13,2,t,f,2018-08-13,RENOVATION,40.4258800444082,-80.0405130122884
PAA170435,DRIVE TIME,4945  CLAIRTON BLVD,PITTSBURGH,15236,850,4174,,,REMOVE VAT /MASTIC FROM FIRST FLOOR & GLAZING FROM FIRST FLOOR WINDOWS,3720,f,2017-08-14,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.3476380679683,-79.97372317418
PAA170436,NORTH ALLEGHENY INTERMEDIATE SCHOOL,350 CUMBERLAND RD,PITTSBURGH,15237,200,4178,,,REMOVE VAT/MASTIC FROM MAIN OFFICE AND GLUE DOTS FROM MUSIC ROOM,1950,t,2017-08-09,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.5707903687337,-80.0314715956707
PAA170437,WEST PENN HOSPITAL - MELLON PAVILION,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,4180,,,REMOVE VAT/MASTIC ON THE SECOND FLOOR,14000,t,2017-08-17,2018-08-17,2,t,t,2017-12-31,RENOVATION,40.4621317678598,-79.9462630434165
PAA170438,MUN OF BETHEK PARK-PUBLIC WORKS GARAGE-2490 SLATER RD,,BETHEL PARK,15102,850,17780,,,"REMOVE FLOOR TILE IN CONFERENCE ROOM, STORAGE ROOM, OFFICE CORRIDOR & PARTS ROOM",2000,f,2017-08-23,2017-08-28,2,t,f,2017-08-28,DEMOLITION,40.3055658090781,-80.0686758740881
PAA170439,1400 LINCOLN AVENUE,1400  LINCOLN AVE,PITTSBURGH,15206,850,3395,,,DEMOLITION ORDERED BY THE CITY OF PITTSBURGH,1000,f,2017-08-21,2017-09-20,2,t,f,2017-09-20,DEMOLITION,40.4678663228378,-79.8969435533647
PAA170440,USS-ET PLANT-UTILITY SHED-13TH ST & BRADDOCK AVE,,BRADDOCK,15104,850,42531,,,REMOVE ROOFING FROM UTILITY BUILDING,1056,f,2017-08-16,2017-09-16,2,t,f,2017-09-16,RENOVATION,40.4063524490984,-79.8760700198306
PAA170441,"WICHTMAN PARK, SOLWAY STREET, PGH, PA 15217",,PITTSBURGH,15217,850,6987,,,"REMOVE & DISPOSE OF PIPE INSULATION IN MAINTENANCE CLOSET, FLOOR TILE/MASTIC UPPER LEVEL END ROOMS, EXTERIOR SOFFIT, PIPE INSULATION & CAULKING FROM CRAWL SPACE, & VAT/MASTIC UPPER LEVEL",2670,f,2017-08-07,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.4387889218389,-79.9480339990493
PAA170442,WESTINGHOUSE PERFORMANCE ARTS CHARTER SCHOOL,301  MARGUERITE AVE,WILMERDING,15148,850,7009,,,"REMOVE & DISPOSE OF PIPE INSULATION IN VARIOUS LOCATIONS, VAT/MASTIC ON THE 2ND & 3RD FLOORS, CONTAMINATED DEVRIS IN CRAWLSPACE/GYNASUIM, & SINK/BASIN UNDERCOATING IN THE LIBRARY OFFICE, RM 307 & RM 310",19333,f,2017-08-07,2017-12-31,2,f,f,2017-12-31,RENOVATION,40.3914558755634,-79.8073987536551
PAA170443,USS CLAIRTON - RIVER PUMP HOUSE,400 STATE ST,CLAIRTON,15025,850,024416/024447,,,REMOVE GALLBESTOS FROM ROOM,12000,f,2017-08-24,2018-08-24,2,t,f,2018-08-24,RENOVATION,40.2940110111861,-79.8743163626466
PAA170444,5409 KEYSTONE STREET - PITTSBURGH,,PITTSBURGH,15201,850,1767,,,REMOVE MASTIC FROM 2ND FLOOR & SIDING FROM BACK OUTSIDE OF HOUSE,1700,f,2017-08-18,2017-08-25,2,t,f,2017-08-25,DEMOLITION,40.4597060895784,-79.9756029496038
PAA170445,"UPMC MUH 11TH FL SOUTH BATHROOM, 3459 5TH AVENUE",,PITTSBURGH,15232,200,4402,,,REMOVE MASTIC S1161 & ALL ROOM BATHROOMS ON 11TH FLOOR SOUTH,730,t,2017-08-16,2017-12-30,2,t,f,2017-12-30,RENOVATION,40.4551264334198,-79.9424815327283
PAA170446,UPMC PASSAVANT HOSPITAL 3100 BABCOCK BLVD,,PITTSBURGH,15237,850,4401,,,"REMOVE FLOR TILE, CC CARPET, MASTIC FROM MULTIPLE OFFICES ON 2ND FL & FIREPROOFING AND PIPE INSULATION IN THE 1ST FL CORRIDOR ADMIN RESTROOMS",4150,t,2017-08-24,2017-12-30,2,f,f,2017-12-30,RENOVATION,40.5299208501615,-80.0427753295726
PAA170447,"GULF BUILDING ROOF, 334 CRAFT AVENUE",,PITTSBURGH,15237,850,4403,,,REMOVE VAPOR BARRIER PAPER & MASTIC FROM ROOF,8040,t,2017-08-24,2017-12-30,2,t,f,2017-12-30,RENOVATION,40.5299208501615,-80.0427753295726
PAA170448,"AHN JEFFERSON HOSPITAL, 565 COAL VALLEY RD (4TH FL-OB EXPANSION)",,PITTSBURGH,15236,450,1008,,,REMOVE VCT/BLACK MASTIC IN VARIOUS LOCATIONS ON THE 4TH FLOOR,470,t,2017-08-16,2017-08-31,2,f,f,2017-08-31,RENOVATION,40.3490702937537,-79.9735542639648
PAA170449,4807 FREW STREET,,PITTSBURGH,15213,450,4991,,,REMOVE & REPLACE WINDOW CAULKING ON EXTERIOR WINDOWS,570,t,2017-08-27,2018-07-31,2,f,t,2017-09-30,RENOVATION,40.438222758373,-79.9722482342226
PAA170450,CRAWFORD VILLAGE APARTMENTS - BUILDING 44,,MCKEESPORT,15132,850,17230,,,REMOVE AND DISPOSE OF FLOOR TILE & MASTIC IN THE FIRST STORY KITCHENS,1450,f,2017-08-24,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.3461769659297,-79.8821441126382
PAA170451,CRAWFORD VILLAGE APARTMENTS - BUILDING 45,,MCKEESPORT,15132,850,17229,,,REMOVE AND DISPOSE OF FLOOR TILE AND MASTIC IN FIRST FLOOR KITCHENS,1680,f,2017-08-24,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.3461769659297,-79.8821441126382
PAA170452,GULF TOWER,707  GRANT ST,PITTSBURGH,15219,850,17246,,,REMOVE AND DISPOSE OF FLOOR TILE ON 3RD FLOOR AND PIPE INSULATION FROM 6TH FLOOR,2326,t,2017-08-25,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4425865935344,-79.9952311155013
PAA170453,SAINT ADELBERTS CEMETARY,1513  BROWNSVILLE RD,PITTSBURGH,15210,850,6204,366,"RITENOUR AND SONS, INC.","REMOVE ROOF PAPER, EXTERIOR WINDOW CAULKING, FROM BASEMENT, LINOLEUM FROM KITCHEN, EXTERIOR DOOR CAULKING & CEILING PLASTER THROUGHOUT BUILDING",4070,f,2017-08-21,2017-09-21,2,t,f,2017-09-21,DEMOLITION,40.4005845785154,-79.9888526592347
PAA170454,CRAWFORD VILLAGE APARTMENTS - BUILDING 46,,MCKEESPORT,15132,850,17228,,,REMOVE AND DISPOSE OF FLOOR TILE AND MASTIC IN FRIST STORY KITCHENS,1450,f,2017-08-24,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.3461769659297,-79.8821441126382
PAA170455,ARDMORE BLVD SITE,1844  ARDMORE BLVD,FOREST HILLS,15221,200,17816,,,REMOVE TRANSITE PANELS FROM FRONT PORCH,300,f,2017-08-22,2017-08-30,2,t,f,2017-08-30,RENOVATION,40.4246369133034,-79.8603180538757
PAA170456,ADAT SHALOM,368 GUYS RUN RD,CHESWICK,15024,850,11046,,,REMOVE FLOOR TILE IN ROOM 5 AND ADJACENT HALLWAY,3275,t,2017-08-21,2017-08-31,2,t,f,2017-08-31,RENOVATION,40.5544870753385,-79.8697578890093
PAA170457,PITTSBURGH CHARTIERS,3799  CHARTIERS AVE,PITTSBURGH,15204,200,106302,,,REMOVE AND DISPOSE OF FLOOR TILE IN HALLWAY NEAR MAIN ENTRANCE,280,t,2017-08-17,2017-08-21,2,t,f,2017-08-21,RENOVATION,40.4575912711937,-80.0759353485888
PAA170458,"2009 DERAUD STREET, PITTSBURGH, PA",2009  DERAUD ST,PITTSBURGH,15219,450,7883,,,"REMOVE AND DISPOSE OF ROOFING, GRAY FLOOR TILE IN 3RD FLOOR BATHROOM, & BLACK FLOOR TILE IN 2ND FLOOR BATHROOM",560,f,2017-08-21,2017-09-11,2,t,f,2017-09-11,DEMOLITION,40.4386590153199,-79.9762490732963
PAA170459,1316 CLARK STREET,1316  CLARK ST,WILKINSBURG,15221,850,7966,,,DEMOLISH STRUCTURE AND GRADE LOT,1050,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.4436403187759,-79.8733328676004
PAA170460,1314 WESLEY STREET,1314  WESLEY ST,WILKINSBURG,15221,850,7966,,,REMOVE REGULATED ASBESTOS CONTAINING MATERIALS - ENTIRE BUILDING,1050,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.4432332959583,-79.8725020765441
PAA170461,708-718 HULEM WAY,708  HULEM WAY,WILKINSBURG,15221,850,7966,,,REMOVE REGULATED ASBESTOS CONTAINING MATERIALS IN THE ENTIRE BUILDING,2800,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,,
PAA170462,1217 FRANKLIN AVENUE,1217  FRANKLIN AVE,WILKINSBURG,15221,850,7966,,,DEMOLISH ENTIRE BUILDING,1150,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.4381075685217,-79.8764321046834
PAA170463,1405 NORTH AVENUE,1405  NORTH AVE,WILKINSBURG,15221,850,7966,,,DEMOLISH THE ENTIRE BUILDING,900,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.441830313884,-79.8732454726595
PAA170464,1148 1/2 - 1150 SOUTH AVENUE,,WILKINSBURG,15221,850,7966,,,DEMOLISH ENTIRE BUILDING,1200,f,2017-07-24,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.4461886460787,-79.8931696674416
PAA170465,513 AND 513-1/2 SIXTH STREET BRADDOCK PA 15104,513  6TH ST,BRADDOCK,15104,200,7041,,,"REMOVE AND DISPOSE OF VAT IN BASEMENT BATHROOM AND KITCHEN, WINDOW CAULKING ON EXTERIOR, AND INSULATION WRAP & BOILER IN BASEMENT",224,f,2017-09-01,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.4045981616158,-79.8665429061918
PAA170466,527 TALBOT AVENUE BRADDOCK PA 15104,527  TALBOT AVE,BRADDOCK,15104,450,7044,,,REMOVE AND DISPOSE OF ROOF TAR AND CAULKING ON EXTERIROR WINDOWS.,407,f,2017-09-01,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.4028059363081,-79.8711699515492
PAA170467,424 SECOND STREET BRADDOCK PA 15104,424  2ND ST,BRADDOCK,15104,850,7038,,,"REMOVE AND DISPOSE OF LINOLEUM FROM 1ST FLOOR KITCHEN & 2ND FLOOR HALLWAY, CAULKING FROM WXTERIOR WINDOWS AND DOORS, AND ROOF TAR.",3860,f,2017-09-01,2017-12-31,2,t,f,2017-12-31,DEMOLITION,40.4065324981226,-79.8727716052694
PAA170468,UOP - TREES HALL,3502 ALLEQUIPPA ST,PITTSBURGH,15261,450,4181,,,REMOVE VAT/MASTIC IN ENTRANCE,300,f,2017-08-30,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4437044151476,-79.9638895884964
PAA170469,WILLOW STREET PROPERTY,,OAKDALE,15071,850,1052,,,"REMOVE TILE & MASTIC FROM 1ST FLOOR, SILVER ROOF COATING, WINDOW GLAZING/MASTIC/TILE FROM CHICKEN COOP",1021,f,2017-09-05,2017-09-07,2,f,f,2017-09-07,DEMOLITION,40.4054904610058,-80.192440299534
PAA170470,UPMC MAGEE WOMENS HOSPITAL - 4TH FLOOR,300 HALKET ST,PITTSBURGH,15213,850,42547,,,"REMOV AND DISPOSE OF PIPE FITTING & CARPET GLUE/MASTIC IN THE 4400 & 4500 WINGS; SHT FLOORITN/MASTIC IN 4400 WING; PIPE INSULATION, FLOOR TILE/MASTIC IN 4500 WING; & PIPE MASTIC/TAR, SINK COATINGS, FLOOR TILE/MASTIC, CARPET GLUE/MASTIC IN 4300 WING",6692,t,2017-09-05,2018-09-05,2,t,f,2018-09-05,RENOVATION,40.4370860222289,-79.9615430224765
PAA170471,410 WADEELL AVE,410  WADDELL AVE,CLAIRTON,15025,398,1165,,,REMOVE BLACK TAR FROM ROOF; BEIGE TILE ON 2ND FLOOR RIGHT; 9X9 FLOOR TILE ON 1ST FLOOR RIGHT; BLACK MASTIC ON FIRST FLOOR; COVE BASE ON 2ND FLOOR; & INSULATION IN ELECTRICAL BOXES,6046,f,2017-08-30,2017-09-10,2,t,f,2017-09-10,DEMOLITION,40.2932805265053,-79.8838390939544
PAA170472,428 ST. CLAIR AVENUE,428  ST CLAIR AVE,CLAIRTON,15025,850,1165,,,"REMOVE ROOFING, FLOOR TILE/BASE COVE ON 2ND FLOOR, & FLOOR TILE/MASTIC ON 1ST FLOOR",10678,f,2017-08-30,2017-09-30,2,t,f,2017-09-30,DEMOLITION,40.2928183174762,-79.8846583002642
PAA170473,H156 EQT PIPE LINE 87 MCMICHALE RD - 2275 HACKSTON GRADE RD,87  MCMICHAEL RD,CARNEGIE,15106,850,00215,,,REMOVE COAL TAR WRAP ON EXTERIOR OF PIPE,18000,f,2017-08-28,2017-12-31,2,f,f,2017-12-31,RENOVATION,40.411546680815,-80.1424274649613
PAA170474,7720 FRANKSTOWN AVENUE,7720  FRANKSTOWN AVE,PITTSBURGH,15208,850,3391,,,ORDERED DEMOLITION,,f,2017-08-24,2017-09-13,2,f,f,2017-09-13,DEMOLITION,40.4551598361468,-79.8872617293627
PAA170475,MILL 19 BUILDING (FORMER LTV STEEL),4650 2ND AVE,PITTSBURGH,15207,850,42544,,,REMOVE & DISPOSE OF GLABESTOS ROOF PANELS & ELECTRICAL BOXES ON MILL 19 BUILDING & MASTIC ON DOOR BASE NORTH SIDE WEST SECTION,100075,f,2017-08-31,2018-08-31,2,t,f,2018-08-31,RENOVATION,40.4136878031489,-79.9460107221372
PAA170476,PGH CRANE READINESS CTR - 826 CRANE AVENUE,,PITTSBURGH,15220,850,7010,,,"REMOVE & DISPOSE OF ACOUSTICAL PLASTER CEILING SYSTEM, VAT MASTIC, & RELILIENT BASE ON THE 1ST & 2ND FLOORS OF THE NORTH & SOUTH WINGS.  REMOVE & DISPOSE OF PIPE INSULATION & FITTINGS IN THE 2ND FLOOR MAINTENANCE AREA.",11768,t,2017-08-14,2017-12-31,2,t,f,2017-12-31,RENOVATION,40.4425718077447,-80.0522248187462
PAA170477,2426 CRESTAS AVENUE,2426  CRESTAS AVE,NORTH VERSAILLES,15137,200,7962,,,REMOVE TRANSITE SIDING FROM EXTERIOR,280,f,2017-08-29,2017-08-30,2,t,f,2017-08-30,DEMOLITION,40.3883406509185,-79.8340039575601
PAA170478,4830 HATFIELD STREET,4830  HATFIELD ST,PITTSBURGH,15201,850,16958,,,"REMOVE ROOF FLASHING ON PENTHOUSE, TRANSITE FROM ATTIC & BASEMENT, CORK UNDER CONCRETE ON 1ST FLOOR, FLOOR TILE/MASTIC ON 2ND FLOOR, PIPE INSULATION IN ATTIC, & CORK ON CEILING AND DOORS IN THE BASEMENT.",2813,f,2017-08-21,2018-08-21,2,t,f,2018-08-21,RENOVATION,40.4772838713056,-79.9580195821928
PAA170479,1015 N HOMEWOOD AVENUE,1015 N HOMEWOOD AVE,PITTSBURGH,15208,850,7965,,,"REMOVE FLASHING FROM ROOF, PIPE INSULATION FROM BASEMENT, AND PLASTER THROUGHT THE STRUCTURE",15250,f,2017-08-31,2017-09-21,2,t,f,2017-09-21,DEMOLITION,40.4585457500513,-79.8958733179221
